,0
3266,NINJ1
3267,NFAT5
3268,VAMP5
3269,MAP4K3
3270,OGFRL1
3271,CAMK2D
3272,AC129492.1
3273,KDSR
3274,SOS2
3275,PLIN2
3276,CREG1
3277,IER5
3278,MAFG
3279,CHD6
3280,HERC5
3281,DNAJB4
3282,RASD1
3283,MFSD6
3284,NFKBIE
3285,MRNIP
3286,PLXNC1
3287,TSC22D2
3288,N4BP2
3289,OFD1
3290,CTSW
3291,INO80D
3292,BEX2
3293,SCAPER
3294,RSBN1
3295,ARID5A
3296,TAB2
3297,UBN2
3298,CHMP3
3299,CEP85L
3300,CHSY1
3301,ZC3H12A
3302,FBXO32
3303,SNHG14
3304,GATAD1
3305,AC092683.1
3306,MLLT10
3307,HOOK1
3308,FAM117A
3309,MARCKSL1
3310,CHMP1B
3311,FOXO1
3312,ETS1
3313,AAK1
3314,LIMD2
3315,NFKBIZ
3316,GABPB1-AS1
3317,Z93241.1
3318,LCP1
3319,HCST
3320,GZMB
3321,PPP2R5C
3322,CELF2
3323,PLAC8
3324,IFITM2
3325,ABHD17A
3326,AC245014.3
3327,ARL4C
3328,TNFAIP3
3329,DUSP2
3330,LYAR
3331,AC004687.1
3332,STK17A
3333,WDR74
3334,PTPRC
3335,CMC1
3336,PNRC2
3337,SUN2
3338,CCL4
3339,RUNX3
3340,LEPROTL1
3341,PPP1R12A
3342,PMAIP1
3343,AKNA
3344,CEBPB
3345,MYH9
3346,ZC3HAV1
3347,SAMHD1
3348,SYNE2
3349,PRMT2
3350,ARHGEF1
3351,NR4A2
3352,FAM49B
3353,METRNL
3354,ZFAS1
3355,CCND3
3356,EFHD2
3357,INTS6
3358,RBM38
3359,FLNA
3360,TLN1
3361,ARHGAP9
3362,CEP78
3363,ITGB2
3364,MAT2A
3365,DIP2A
3366,BIN2
3367,CNOT6L
3368,SELL
3369,NFE2L2
3370,ADD3
3371,CDC42SE1
3372,PIK3R1
3373,HLA-F
3374,SP100
3375,APMAP
3376,GAS5
3377,BAX
3378,MTPN
3379,TMEM107
3380,UBXN1
3381,PRKCB
3382,GPSM3
3383,PIP4K2A
3384,KDM5A
3385,LAPTM5
3386,SSH2
3387,ZFP36L1
3388,CREM
3389,MTND1P23
3390,TLE4
3391,PCSK7
3392,GPATCH8
3393,STK10
3394,EPB41
3395,MACF1
3396,LNPEP
3397,MAX
3398,DGKZ
3399,ARID4B
3400,ARPC1B
3401,S100A9
3402,PHF20
3403,MIDN
3404,CHD1
3405,ACTN4
3406,CD37
3407,AKIRIN1
3408,OSTF1
3409,RAB29
3410,INPP5D
3411,IQGAP2
3412,SYF2
3413,UTRN
3414,DHX36
3415,CASP8
3416,RTN4
3417,RHOG
3418,RASSF1
3419,IDI1
3420,ARHGAP45
3421,TRAF3IP3
3422,LITAF
3423,SLA
3424,RGS10
3425,SMARCA2
3426,BRD7
3427,RASA2
3428,SPTAN1
3429,ARHGAP30
3430,ARL6IP5
3431,RNVU1-6
3432,GGNBP2
3433,SIPA1
3434,PTPN4
3435,RPS6KA3
3436,RF00012-39
3437,ROCK1
3438,TBC1D10C
3439,RARRES3
3440,GRK2
3441,CEBPZ
3442,SP110
3443,C12orf75
3444,ACAP1
3445,SH3TC1
3446,CHURC1
3447,NUFIP2
3448,OSBPL8
3449,GABPB1-IT1
3450,SNHG7
3451,SNX6
3452,SPN
3453,SEPT9
3454,APBB1IP
3455,PCM1
3456,CCL3
3457,PSIP1
3458,ZBTB1
3459,SDCBP
3460,IFNGR1
3461,DNAJB6
3462,MIER1
3463,LRRFIP1
3464,RPL10P9
3465,ZC3H12A
3466,WNK1
3467,RCSD1
3468,KCNAB2
3469,MLLT6
3470,MECP2
3471,KANSL1
3472,B4GALT1
3473,CLEC2B
3474,SNORD3A
3475,ORAI1
3476,CSNK1G2
3477,BAZ1A
3478,ZBTB7A
3479,CTSD
3480,MTCH1
3481,PPP1R18
3482,CD52
3483,DIAPH1
3484,PREX1
3485,C9orf78
3486,PHF20L1
3487,BRD1
3488,USP34
3489,PTBP3
3490,VPS13C
3491,TGOLN2
3492,IVNS1ABP
3493,RC3H1
3494,TACC1
3495,NR4A1
3496,PSMA3-AS1
3497,APOL6
3498,STK38
3499,IL10RA
3500,ACAP2
3501,CDK13
3502,HEXIM1
3503,VASP
3504,PRKACB
3505,AC109326.1
3506,CDC40
3507,HELZ
3508,RNF115
3509,ZNF148
3510,CELF1
3511,XPO6
3512,CSNK1D
3513,CCND2
3514,DDX27
3515,SH3KBP1
3516,ITGAL
3517,CBX4
3518,TFDP2
3519,CYFIP2
3520,GATAD2A
3521,SELENOW
3522,JOSD1
3523,ERICH1
3524,VPS4B
3525,CSK
3526,PLIN2
3527,PDCD7
3528,FKBP5
3529,PRRC2B
3530,CARD16
3531,RNU2-63P
3532,TERF1
3533,PRKAG2
3534,KPNA4
3535,PPP2R5A
3536,ADD1
3537,SAMD9
3538,AC007952.4
3539,TMOD3
3540,TASOR
3541,IKZF1
3542,RNVU1-19
3543,GTF3C1
3544,UGP2
3545,PDCD10
3546,RNVU1-15
3547,ANKRD44
3548,MVD
3549,TAF11
3550,CHD4
3551,NSUN6
3552,SMARCC2
3553,UHMK1
3554,GNPTAB
3555,SSBP4
3556,PTPRA
3557,ACAA2
3558,NIN
3559,CCDC82
3560,NSMCE3
3561,PRR5
3562,SYNE1
3563,CCNH
3564,TSC22D4
3565,PLEKHA2
3566,CPT1A
3567,CLEC2D
3568,DYNLT1
3569,MCTP2
3570,RICTOR
3571,ARPC4
3572,PRR13
3573,EML4
3574,RECQL
3575,PLCL2
3576,NUMA1
3577,AC011462.1
3578,TAF15
3579,CCNT1
3580,ZCCHC17
3581,PTPN7
3582,VPS26A
3583,TMEM181
3584,ARHGAP25
3585,EIF4A1
3586,PCF11
3587,SMG1
3588,ZBTB44
3589,FAM111A
3590,RAP2B
3591,PTPN18
3592,WDR82
3593,CASP4
3594,REST
3595,MAT2B
3596,STK24
3597,RNU5B-1
3598,CTNNB1
3599,ZNF800
3600,UCP2
3601,SREK1IP1
3602,TNFAIP8
3603,RNU5A-1
3604,HIPK1
3605,RGS19
3606,RUNX1
3607,FRYL
3608,SIRT7
3609,AC091271.1
3610,SNORD3B-1
3611,RNF169
3612,PAXX
3613,TENT4B
3614,SNRK
3615,TBCC
3616,USP33
3617,RNF166
3618,LAT2
3619,IGF2R
3620,NFKB1
3621,MAP3K8
3622,LPCAT1
3623,GPRIN3
3624,CYB5B
3625,IGHM
3626,SLAMF6
3627,HLA-DRA
3628,TRIP12
3629,MCUB
3630,NFATC3
3631,EFCAB14
3632,TRIM56
3633,SNORD3B-2
3634,SETX
3635,C6orf62
3636,DDHD1
3637,PTCH2
3638,STAT1
3639,NR3C1
3640,IER5
3641,RAB5C
3642,LCOR
3643,ANKRD13D
3644,ITGB1BP1
3645,GATAD1
3646,TRIM44
3647,KAT6A
3648,FAM76B
3649,MARK2
3650,ZNRD1
3651,ZNF131
3652,ARL6IP1
3653,RASAL3
3654,TRIM33
3655,RRM2
3656,PKN1
3657,RF00003-10
3658,LASP1
3659,MCRIP1
3660,POM121C
3661,RASSF5
3662,SLC39A10
3663,SOD2
3664,ADGRE5
3665,AC007569.1
3666,NT5C
3667,CREB1
3668,JMJD6
3669,EXOSC6
3670,ZNF430
3671,ESYT2
3672,CTDSP1
3673,MTF2
3674,BAG5
3675,PDCD4
3676,AL021155.2
3677,HERC4
3678,FGD5-AS1
3679,TRPM7
3680,G6PD
3681,DOCK10
3682,SASH3
3683,OGFR
3684,HLA-DPB1
3685,HIST1H1B
3686,NFKBIB
3687,PRPF3
3688,TMEM245
3689,ELK4
3690,THUMPD1
3691,ATXN7L3B
3692,FBRS
3693,CREBBP
3694,OPTN
3695,SETD2
3696,ZBTB11
3697,PHF12
3698,C19orf66
3699,PDCD6IP
3700,ARHGEF2
3701,NXF1
3702,ARHGAP15
3703,OTULIN
3704,MUC20-OT1
3705,ZNF720
3706,PCNX4
3707,MAP7D1
3708,WDR26
3709,TAOK1
3710,RPAP2
3711,GCLM
3712,SOS1
3713,RBL2
3714,HELLPAR
3715,AL118516.1
3716,MFNG
3717,ATG2A
3718,DIDO1
3719,MED17
3720,ELOVL5
3721,GMCL1
3722,EMB
3723,ILK
3724,AL627171.1
3725,CWF19L2
3726,MFSD14C
3727,RRAS2
3728,SCAF4
3729,SPSB3
3730,TRMT10C
3731,KIAA1109
3732,PPIL2
3733,RBM22
3734,AP2B1
3735,ESYT1
3736,ZNF394
3737,MEX3C
3738,MAP4K5
3739,PPP2R2D
3740,DCP2
3741,SLC16A7
3742,GOLGA7
3743,PICALM
3744,SFT2D2
3745,MEAF6
3746,PLEKHO1
3747,SOAT1
3748,BANP
3749,CWC22
3750,SLC20A1
3751,LYN
3752,ZNF276
3753,MNAT1
3754,DCAF5
3755,COQ7
3756,DNAJB14
3757,MRPL10
3758,DTNBP1
3759,TWF2
3760,S100A10
3761,SMAD2
3762,PPWD1
3763,JAK3
3764,SWAP70
3765,SNHG12
3766,RF00003-2
3767,CABIN1
3768,AC010618.1
3769,SKIL
3770,CLASP1
3771,FAM13B
3772,MGA
3773,AREG
3774,TSNAX
3775,UTP3
3776,STARD3NL
3777,FTX
3778,COX19
3779,GLOD4
3780,C19orf25
3781,MAP4K4
3782,BICD2
3783,PPID
3784,TENT2
3785,B3GNT2
3786,KIAA2026
3787,E2F3
3788,NPAT
3789,DYRK1A
3790,RBM12
3791,CRLF3
3792,GPATCH2L
3793,UBE2F
3794,SNRNP48
3795,EPB41L4A-AS1
3796,PIK3C3
3797,IMPA1
3798,ATXN2
3799,WBP4
3800,NCK1
3801,KAT7
3802,FNIP1
3803,ODF2L
3804,CCZ1
3805,ADSS
3806,ZNF431
3807,EPC2
3808,NFAT5
3809,PPP3R1
3810,HELB
3811,YTHDC2
3812,TUG1
3813,GSK3B
3814,GPATCH11
3815,KIDINS220
3816,PARP4
3817,ZNF830
3818,LRCH3
3819,ZC3H8
3820,CDK11A
3821,CUL2
3822,RAP1GDS1
3823,SETD3
3824,SIN3A
3825,BROX
3826,PDE7A
3827,BRAF
3828,GLIPR1
3829,COMMD7
3830,BCL7B
3831,SNAP23
3832,CSRNP1
3833,ARFGEF1
3834,IRAK4
3835,REV1
3836,MGAT4B
3837,MYSM1
3838,SEMA4D
3839,PHF14
3840,SUPV3L1
3841,DYNLL2
3842,INPP5K
3843,FOXJ3
3844,GATAD2B
3845,SLC35F6
3846,APC
3847,DDX39B
3848,DPP8
3849,PURB
3850,FRG1HP
3851,ZDHHC20
3852,AC020911.2
3853,FMR1
3854,RF00003-7
3855,SERPINB1
3856,PANK3
3857,PCNX1
3858,EEA1
3859,SREBF2-AS1
3860,BLOC1S4
3861,ANKRD49
3862,PIAS2
3863,RALGAPA1
3864,PIK3CA
3865,GIT2
3866,HIST2H2BE
3867,MFSD10
3868,STXBP3
3869,PWWP3A
3870,DCAF1
3871,EPS15L1
3872,ENOSF1
3873,SIRT2
3874,AC008755.1
3875,HCG18
3876,SLC35A3
3877,RHOF
3878,NUP153
3879,TSC22D2
3880,STARD3
3881,CASP1
3882,RETREG3
3883,BORCS7
3884,KMT2D
3885,RBCK1
3886,COMMD5
3887,SP140L
3888,TRIM38
3889,C21orf91
3890,RNF216
3891,SLC7A6OS
3892,OFD1
3893,FOXO1
3894,SLC37A1
3895,SNHG14
3896,ZNF721
3897,HTT
3898,CYB5D2
3899,HIP1R
3900,LINC00909
3901,CCNY
3902,AEBP2
3903,PARP14
3904,VPS26C
3905,TAF1B
3906,EXOC7
3907,VAPB
3908,KDM3B
3909,COP1
3910,SCYL2
3911,KRI1
3912,KLF12
3913,RPE
3914,SOCS4
3915,MPPE1
3916,ATP6V1B2
3917,ZFYVE16
3918,ZMYM2
3919,NPTN
3920,CHMP3
3921,AGL
3922,DHX40
3923,ACTR6
3924,CDC42EP3
3925,TBC1D5
3926,BTBD6
3927,ZRANB1
3928,CYB5R4
3929,EXOC6
3930,CSGALNACT2
3931,AHSA2P
3932,RPL10P9
3933,MTCO1P12
3934,TIMP1
3935,MTND1P23
3936,P4HA1
3937,AL450405.1
3938,TMEM140
3939,SLC16A3
3940,XIST
3941,MXI1
3942,S100A6
3943,JSRP1
3944,BCL2
3945,GABARAPL1
3946,GALNT2
3947,GADD45A
3948,DDIT3
3949,ATF5
3950,TNFRSF18
3951,S100A10
3952,PAIP2B
3953,INSIG2
3954,MRFAP1
3955,CEBPB
3956,FNBP1
3957,CST3
3958,U62317.4
3959,RPL9P9
3960,LGALS3
3961,OSER1
3962,CD44
3963,CDKN1A
3964,TCEAL3
3965,TMCO3
3966,HILPDA
3967,BNIP3
3968,OPTN
3969,THEMIS2
3970,EPB41L4A-AS1
3971,CD9
3972,RELB
3973,ADM
3974,DUSP26
3975,HABP4
3976,CYSTM1
3977,IL6ST
3978,ST3GAL6
3979,MGST3
3980,TBC1D15
3981,TIMP2
3982,IFNGR2
3983,HSBP1L1
3984,TSPO
3985,FAM114A1
3986,IGHA2
3987,C7orf50
3988,S100A11
3989,ELK3
3990,KDM5B
3991,TTLL7
3992,BHLHE40
3993,PLPP2
3994,SERINC1
3995,BRI3
3996,PDCD4
3997,CRYBG3
3998,FAM27C
3999,SAP30
4000,TRIB3
4001,BEX2
4002,EIF4EBP1
4003,LY96
4004,SMCO4
4005,YIPF6
4006,CCNG2
4007,DYNLT3
4008,RNMT
4009,RORA
4010,DNAAF1
4011,ATG12
4012,ZNF524
4013,MED10
4014,BEX5
4015,LY9
4016,CAMLG
4017,ZNF395
4018,PHF1
4019,TMEM167B
4020,EVA1B
4021,SLC22A17
4022,JMY
4023,INSR
4024,FAAH2
4025,ANXA11
4026,CNIH4
4027,RIMKLA
4028,MTURN
4029,HEIH
4030,SESN1
4031,IL2RG
4032,CLEC2B
4033,MIR210HG
4034,TMEM123
4035,SPINT2
4036,FAM49A
4037,SSBP2
4038,ZNF581
4039,PBXIP1
4040,MAPK13
4041,BNIP3L
4042,BLVRB
4043,MT2A
4044,CLIC2
4045,RAB13
4046,TCAF1
4047,ADM2
4048,TSPAN31
4049,CTH
4050,SMIM3
4051,SLAMF1
4052,PFKFB3
4053,HBP1
4054,PPP1R3E
4055,PEA15
4056,IZUMO4
4057,RAB39B
4058,AL121768.1
4059,PCNX1
4060,CENPM
4061,DEPTOR
4062,WHRN
4063,KDELR3
4064,WFDC2
4065,PERP
4066,TSHZ2
4067,BEX4
4068,CSNK2A1
4069,YIPF2
4070,TCEAL4
4071,PCGF5
4072,LMF1
4073,SPATS2L
4074,C11orf96
4075,AP1S2
4076,SERPINB6
4077,UBXN1
4078,AGO2
4079,PLEKHB2
4080,TNFRSF4
4081,ARL8B
4082,SESN2
4083,TPP1
4084,RAB33A
4085,ANKRD37
4086,DTWD1
4087,RALA
4088,ZNF622
4089,FTH1P10
4090,FAM129A
4091,KLHL24
4092,AC008115.3
4093,TIMM10B
4094,AIG1
4095,TP53BP2
4096,SMIM29
4097,ASNS
4098,MED28
4099,BET1
4100,TRAPPC2B
4101,FAM13A
4102,DNAJB2
4103,DESI1
4104,GOLPH3L
4105,RAB9A
4106,ACOT9
4107,LINC00662
4108,CFL2
4109,NDRG1
4110,SEC23A
4111,ALKBH5
4112,KLF9
4113,JOSD1
4114,SAMD4B
4115,MT1F
4116,NAMPT
4117,NR2F6
4118,ENO2
4119,BTG3
4120,FGL2
4121,SMIM7
4122,MDK
4123,CDC26
4124,RNF114
4125,CCDC28A
4126,FCGRT
4127,USP12
4128,TPRG1L
4129,PMM1
4130,TSEN34
4131,ELF2
4132,GCHFR
4133,PITHD1
4134,PRR5
4135,SLCO4A1
4136,CEBPG
4137,INPP1
4138,ZFAND3
4139,PITPNA-AS1
4140,PXK
4141,TUBE1
4142,IFNGR1
4143,GLA
4144,PARM1
4145,CADPS2
4146,IQCG
4147,MAP4K3
4148,CTNNAL1
4149,OIP5-AS1
4150,AREG
4151,TMEM38B
4152,VAMP4
4153,TCP11L1
4154,GBP2
4155,PRNP
4156,FAM89B
4157,CLIP1
4158,CRYBB2P1
4159,MFSD10
4160,TNIP1
4161,PELO
4162,RRAGA
4163,HNRNPH2
4164,WDR54
4165,FBXO32
4166,G0S2
4167,HSPB1
4168,TMED7
4169,TMBIM1
4170,STARD10
4171,MOB2
4172,RYBP
4173,BTF3L4
4174,MAFG
4175,TCEAL8
4176,ANKRD13A
4177,CREBRF
4178,CDS2
4179,NR1H2
4180,SERPINB9
4181,CPQ
4182,GPT2
4183,SLC25A38
4184,SYS1
4185,UBL3
4186,RPA2
4187,TPD52L2
4188,SMIM14
4189,IFT57
4190,TMUB2
4191,NBEAL1
4192,CTHRC1
4193,RGS16
4194,SCNN1B
4195,SDCBP
4196,TM2D3
4197,ABHD5
4198,RBM7
4199,DGKE
4200,MOB3A
4201,GADD45B
4202,TMEM45A
4203,CLEC2D
4204,N4BP2L1
4205,SETD7
4206,CHST11
4207,ZBTB43
4208,MARCH9
4209,PIK3IP1
4210,ACTR1B
4211,PRXL2C
4212,TSPYL2
4213,CCSER2
4214,LETMD1
4215,ABCA5
4216,RSBN1
4217,ATF3
4218,HTATIP2
4219,ABTB1
4220,TET2
4221,HDAC5
4222,NEK7
4223,NR1D2
4224,AC139887.2
4225,KDSR
4226,MED31
4227,MAP4K3-DT
4228,GIHCG
4229,SMPDL3B
4230,TBC1D23
4231,UPP1
4232,SLC35F5
4233,ETHE1
4234,AC012368.1
4235,ZMYND11
4236,ZDHHC6
4237,NT5C3B
4238,ARL2
4239,HOOK1
4240,TRIM69
4241,CD40
4242,MYO1C
4243,PRR34-AS1
4244,C11orf71
4245,FOXP1
4246,MTCO1P12
4247,HSPB1
4248,S100A11
4249,RPL10P9
4250,MTND1P23
4251,MMP11
4252,FOSB
4253,IFITM3
4254,COL1A2
4255,S100A6
4256,IFI6
4257,MDK
4258,ISG15
4259,IFI27
4260,IER3
4261,COL1A1
4262,FBLN1
4263,TUBA1A
4264,MYADM
4265,PLIN2
4266,DNAJB1
4267,MT2A
4268,AL450405.1
4269,XIST
4270,H19
4271,U62317.4
4272,LMNA
4273,PKIG
4274,HSPH1
4275,COL6A2
4276,UBE2L6
4277,IGFBP2
4278,JSRP1
4279,SERPINH1
4280,PTMS
4281,APOE
4282,GJA1
4283,HSPA1A
4284,RGS16
4285,THY1
4286,MEG3
4287,FSCN1
4288,HLA-DMA
4289,MMP2
4290,RNASET2
4291,SELENOW
4292,NR2F2
4293,SPP1
4294,COL4A2
4295,KRT19
4296,CPXM1
4297,CCN1
4298,ATF3
4299,HLA-DPA1
4300,ECM1
4301,AC058791.1
4302,RNASE1
4303,RBP1
4304,APCDD1
4305,ISLR
4306,SCGB2A1
4307,ID4
4308,S100A13
4309,IGFBP6
4310,TSPO
4311,LGALS3
4312,WFDC2
4313,IGHM
4314,TMEM140
4315,HLA-DRB1
4316,CXCL8
4317,NBL1
4318,C16orf74
4319,GADD45B
4320,SERTAD1
4321,MTND4P12
4322,RAMP1
4323,CYSTM1
4324,CRYAB
4325,IFITM1
4326,CXCL3
4327,COL18A1
4328,CEBPD
4329,CDKN1C
4330,HPGD
4331,CTSD
4332,ALDH1A2
4333,CCL21
4334,CD24
4335,HSPA6
4336,IFT57
4337,VASN
4338,CXCL2
4339,RND3
4340,IFRD1
4341,TGM2
4342,IER5L
4343,IFITM2
4344,PRRG4
4345,PAEP
4346,RPL9P9
4347,GPR183
4348,CAVIN1
4349,RAB13
4350,BHLHE40
4351,IGFBP4
4352,SLC6A8
4353,CTSB
4354,C1S
4355,SOD2
4356,HLA-DRA
4357,VWF
4358,SLC25A25
4359,TNFAIP2
4360,PCSK1N
4361,COL7A1
4362,TM7SF2
4363,VCAN
4364,S100A4
4365,DDIT3
4366,RARRES2
4367,NUPR1
4368,TCEAL7
4369,GNG11
4370,IFI35
4371,BPGM
4372,AHR
4373,CXCL1
4374,LGALS3BP
4375,GCHFR
4376,PCOLCE
4377,NECTIN2
4378,ANGPTL4
4379,RBP7
4380,GLIPR1
4381,MRFAP1
4382,SAMSN1
4383,MMP7
4384,IGFBP7
4385,RCN3
4386,OSER1
4387,UBE2W
4388,SGPP2
4389,MARCKSL1
4390,BMP1
4391,HLA-DQB1
4392,NT5C3A
4393,CKB
4394,HLA-DRB5
4395,GRAMD2B
4396,TMX4
4397,RBM7
4398,GADD45G
4399,SOCS1
4400,CTSA
4401,OLFML3
4402,AL157871.3
4403,AZIN1-AS1
4404,XAF1
4405,AL096865.1
4406,CST3
4407,TCTN1
4408,HIST1H2BD
4409,ARL2
4410,PGRMC1
4411,ABHD14A
4412,PLTP
4413,ELF3
4414,AL139099.1
4415,IL2RG
4416,CAPG
4417,NRIP1
4418,ARID5A
4419,FCGRT
4420,AC074032.1
4421,CCN2
4422,MYEF2
4423,TNFSF10
4424,C1QA
4425,HNRNPH2
4426,ATP2B1-AS1
4427,ICAM4
4428,SLC25A38
4429,PTTG1IP
4430,ETS2
4431,NCK1
4432,RASGRP3
4433,BRSK1
4434,FBXO32
4435,RGCC
4436,TSPYL2
4437,CCZ1
4438,RARRES3
4439,C1QTNF6
4440,SDCBP
4441,P4HA2
4442,TIFA
4443,HMOX1
4444,S100A10
4445,IL21R
4446,LIN7B
4447,RELA
4448,SMTN
4449,GPX3
4450,GLUL
4451,FKBP4
4452,BAG3
4453,CFL2
4454,SMPDL3B
4455,BRI3
4456,GPALPP1
4457,AHSA1
4458,ETFRF1
4459,ARL4A
4460,RANGRF
4461,LINC02384
4462,DPF3
4463,VTRNA1-3
4464,SCAMP4
4465,TRAF1
4466,DAB2IP
4467,NFKBIE
4468,MAP3K9
4469,NAB1
4470,PIGH
4471,REL
4472,NBEAL1
4473,GPR108
4474,ENO2
4475,ANXA4
4476,TSPAN13
4477,TPRN
4478,DDAH2
4479,CPEB2
4480,IL16
4481,RTN4
4482,PRNP
4483,PLAUR
4484,NR2F6
4485,PLK3
4486,NSMCE3
4487,RASSF3
4488,MCRIP1
4489,AGPAT2
4490,APP
4491,KLHL28
4492,KCNQ1OT1
4493,SUSD3
4494,UBE2F
4495,BLVRA
4496,ID3
4497,TUBB6
4498,ANXA1
4499,MAPK8IP3
4500,SKIL
4501,TMSB4XP4
4502,ALDH9A1
4503,PRXL2C
4504,RALGDS
4505,AC016831.1
4506,MTCO1P40
4507,NINJ1
4508,RASGEF1B
4509,FGD4
4510,TRIP6
4511,TSC22D1
4512,POMC
4513,WDR13
4514,FGL2
4515,P2RY10
4516,HELZ2
4517,PRAF2
4518,ITGA6-AS1
4519,DUSP10
4520,ANKRD49
4521,NDFIP2
4522,RAB22A
4523,ZNF160
4524,GNLY
4525,EEF1B2P6
4526,IDUA
4527,AC016831.7
4528,RPS19P3
4529,RPL21P28
4530,POR
4531,FAM117A
4532,RSAD1
4533,VPS8
4534,AC016831.5
4535,AL592114.1
4536,TBCC
4537,RAB8B
4538,GNB5
4539,GLOD4
4540,ZFAND2A
4541,RFLNB
4542,ZNHIT2
4543,BORCS7
4544,NACA4P
4545,SLC5A3
4546,OSR2
4547,MAPKAPK5-AS1
4548,CFAP298
4549,BCL7C
4550,COMMD7
4551,PHC2
4552,DUSP4
4553,ZNF586
4554,ING1
4555,SPINT2
4556,RAB5C
4557,HGSNAT
4558,NBDY
4559,KLF10
4560,BCL10
4561,EGR1
4562,ZFP36L1
4563,FAM200B
4564,RPL10P16
4565,CCDC159
4566,SERPINB9
4567,ODF3B
4568,HSPA1B
4569,C12orf4
4570,SEPT11
4571,CYTH2
4572,COQ10B
4573,SLC2A1
4574,AL139095.2
4575,FCRL2
4576,ASNS
4577,RPS3AP5
4578,CRIPT
4579,MYO1E
4580,SMAD5
4581,MTFR1L
4582,PYCR3
4583,HSPA14
4584,PMAIP1
4585,HBP1
4586,ZNF165
4587,MTRNR2L1
4588,CRYZL1
4589,P2RX4
4590,DEDD2
4591,CMAHP
4592,GON4L
4593,TNIP1
4594,MIER1
4595,ZNF75A
4596,ACAA1
4597,SPON2
4598,GADD45A
4599,ELOVL5
4600,CDKN2AIP
4601,ZNF766
4602,RELT
4603,GALM
4604,TCEAL4
4605,LIMS1
4606,FBXO6
4607,FOSL2
4608,AL590867.2
4609,LRRC41
4610,DHRS13
4611,CD19
4612,C1QB
4613,PNP
4614,RBCK1
4615,AL022067.1
4616,SYS1
4617,CLK4
4618,CCDC144B
4619,TMEM216
4620,RNF114
4621,VCPKMT
4622,ALDH2
4623,AC011462.1
4624,GLMP
4625,PRKACB
4626,LINC00528
4627,RICTOR
4628,CD59
4629,ANAPC13
4630,HLA-F
4631,SMIM27
4632,CBLB
4633,N4BP2L1
4634,LITAF
4635,RNF145
4636,RIPOR1
4637,SNAP23
4638,DYRK1A
4639,ZNF7
4640,UPP1
4641,NCF4
4642,EPB41L4A-AS1
4643,CSF2RB
4644,SNAP47
4645,PAXX
4646,RALY-AS1
4647,MTHFS
4648,KMT2A
4649,GPATCH2
4650,DNAJB4
4651,RNF11
4652,POLR2G
4653,UBA6
4654,OPTN
4655,MED19
4656,NMRK1
4657,STARD3NL
4658,CARD19
4659,CDK5RAP1
4660,ISY1
4661,RBM23
4662,RAP2C
4663,MRNIP
4664,ARAP1
4665,LCN2
4666,CCDC102A
4667,SMIM15
4668,PICK1
4669,TANK
4670,SHOC2
4671,CD70
4672,DYNLT3
4673,AL121944.1
4674,ALG13
4675,SPG21
4676,HECA
4677,CHMP1B
4678,RNF41
4679,NFKB1
4680,PIK3IP1
4681,HIST2H2BE
4682,ANKRD37
4683,RARS2
4684,CCDC91
4685,SLC16A3
4686,OTULIN
4687,ZNF330
4688,RPS3AP6
4689,ARID4B
4690,SLFN5
4691,THAP9-AS1
4692,PLIN3
4693,PPIL4
4694,REV1
4695,TMEM167B
4696,TAF13
4697,KLHDC4
4698,COL9A3
4699,CRCP
4700,MX1
4701,RTL8C
4702,HNRNPA1P48
4703,CMTR1
4704,ASCC1
4705,BLOC1S4
4706,STX12
4707,RPP38
4708,DGAT1
4709,RAB3GAP1
4710,TOR1A
4711,RPL24P2
4712,CNOT9
4713,FAM118A
4714,ARHGAP21
4715,ABT1
4716,NXT1
4717,NCOA1
4718,P4HTM
4719,ZNF800
4720,JOSD2
4721,BCAS3
4722,GALK1
4723,TENT4B
4724,GPBP1L1
4725,ATXN1L
4726,LLGL2
4727,SGK3
4728,SURF2
4729,FBRSL1
4730,TM2D3
4731,KRCC1
4732,EDRF1
4733,RPS18P9
4734,ARHGEF12
4735,TYROBP
4736,GNPAT
4737,COQ9
4738,ACTR10
4739,UCP2
4740,TRAPPC2B
4741,DNAAF1
4742,IGHV3-48
4743,MYO1G
4744,RPL26P19
4745,SNX8
4746,GTF3C3
4747,COMMD10
4748,TMEM127
4749,DENND3
4750,GIT2
4751,ETS1
4752,BCAS4
4753,ATP6V1B2
4754,BLCAP
4755,DPH2
4756,RAP2B
4757,DAPK3
4758,CXorf21
4759,NKG7
4760,DMAC2L
4761,CD69
4762,UBE2Z
4763,NEK9
4764,MAP3K11
4765,CLEC2B
4766,LCN1
4767,LYZ
4768,LACRT
4769,PIP
4770,SCGB1D1
4771,CST3
4772,LTF
4773,SCGB2A1
4774,S100A6
4775,APOD
4776,TIMP1
4777,OPRPN
4778,AC020656.1
4779,HTN1
4780,PRR4
4781,CTHRC1
4782,IGHA2
4783,RN7SL2
4784,HBB
4785,AZGP1
4786,CFD
4787,PTGDS
4788,MGP
4789,S100A4
4790,CD9
4791,IGFBP6
4792,SESN1
4793,RNASET2
4794,SLPI
4795,PAIP2B
4796,FCGRT
4797,CADPS2
4798,SMIM14
4799,APOE
4800,PTMS
4801,TNFRSF18
4802,CLU
4803,MT-TS2
4804,GPX3
4805,IFITM3
4806,RPL10P9
4807,TIMP3
4808,HLA-DOB
4809,SPINT2
4810,EGR1
4811,SERPINB6
4812,CHMP3
